Time,X-Position Left Eye,Y-Position Left Eye,Events in the trial,X-Position Rigth Eye,Y-Position Rigth Eye,Saccades,Pupilsize,Blinks
32,967.700012207031,547.200012207031,0,957.200012207031,550,0,1054,0
33,967.5,546.5,0,957.200012207031,549.700012207031,0,1051,0
34,967.400024414062,545.900024414062,0,957.400024414062,549.5,0,1051,0
35,967.200012207031,546.200012207031,0,957.400024414062,549.5,0,1052,0
36,967.200012207031,546.900024414062,0,957.200012207031,549.400024414062,0,1055,0
37,967.5,547.5,0,956.900024414062,549.400024414062,0,1057,0
38,968,547.5,0,956.599975585938,549.099975585938,0,1057,0
39,968.599975585938,547.5,0,956.599975585938,548.900024414062,0,1057,0
40,968.299987792969,547.599975585938,0,956.599975585938,549.700012207031,0,1057,0
41,967.799987792969,547.799987792969,0,956.700012207031,550.700012207031,0,1057,0
42,967.200012207031,548.299987792969,0,956.799987792969,551.400024414062,0,1056,0
43,967.200012207031,548.700012207031,0,956.700012207031,550.700012207031,0,1057,0
44,967.599975585938,548.400024414062,0,956.400024414062,549.799987792969,0,1058,0
45,968.099975585938,547.599975585938,0,956.099975585938,549.200012207031,0,1058,0
46,967.799987792969,546.700012207031,0,956,549.299987792969,0,1057,0
47,967.200012207031,546.700012207031,0,956.200012207031,549.700012207031,0,1055,0
48,966.400024414062,546.700012207031,0,956.599975585938,550.5,0,1053,0
49,966.200012207031,546.700012207031,0,957.200012207031,551.200012207031,0,1055,0
50,966.099975585938,546.599975585938,0,957.799987792969,552,0,1056,0
51,966.200012207031,546.400024414062,0,957.5,552.400024414062,0,1057,0
52,966.400024414062,546.400024414062,0,956.900024414062,552.400024414062,0,1057,0
53,966.700012207031,546.5,0,956.200012207031,552.400024414062,0,1055,0
54,966.900024414062,545.700012207031,0,956.200012207031,552.299987792969,0,1055,0
55,966.900024414062,544.799987792969,0,956.299987792969,552.099975585938,0,1055,0
56,967.099975585938,544.200012207031,0,956.299987792969,551.900024414062,0,1056,0
57,967.400024414062,544.299987792969,0,956.400024414062,551.799987792969,0,1056,0
58,967.700012207031,544.200012207031,0,956.299987792969,551.200012207031,0,1055,0
59,967.700012207031,543.900024414062,0,956.400024414062,550.700012207031,0,1055,0
60,967.599975585938,543.700012207031,0,956.5,550.799987792969,0,1055,0
61,967.400024414062,543.700012207031,0,956.400024414062,551.299987792969,0,1054,0
62,967,543.700012207031,0,956,551.799987792969,0,1053,0
63,966.700012207031,544,0,955.599975585938,551.400024414062,0,1052,0
64,966.299987792969,544.599975585938,0,955.5,551,0,1052,0
65,966.099975585938,545.400024414062,0,955.5,550.900024414062,0,1052,0
66,965.900024414062,545.700012207031,0,956,552.400024414062,0,1052,0
67,966,545.099975585938,0,956.599975585938,554,0,1052,0
68,966.099975585938,544.299987792969,0,957.200012207031,554.200012207031,0,1052,0
69,966.299987792969,543.5,0,957.299987792969,553.200012207031,0,1054,0
70,966.200012207031,543.599975585938,0,957,552.599975585938,0,1055,0
71,966.200012207031,543.700012207031,0,956.599975585938,553,0,1057,0
72,966,543.5,0,956.200012207031,553.200012207031,0,1057,0
73,965.400024414062,543.099975585938,0,956,553,0,1056,0
74,964.700012207031,542.599975585938,0,956,552.900024414062,0,1054,0
75,964.900024414062,542.700012207031,0,956.200012207031,553.099975585938,0,1052,0
76,965.700012207031,542.700012207031,0,956.599975585938,553.5,0,1052,0
77,966.299987792969,542.5,0,956.700012207031,553.099975585938,0,1052,0
78,966.200012207031,542.099975585938,0,956.5,552.599975585938,0,1055,0
79,966.200012207031,542.099975585938,0,956.299987792969,552.099975585938,0,1059,0
80,965.400024414062,542.299987792969,0,956.200012207031,552,0,1062,0
81,964.5,542.400024414062,0,956.200012207031,552.5,0,1060,0
82,963.5,542.5,0,956.200012207031,553.099975585938,0,1059,0
83,963.5,542.700012207031,0,955.5,553.599975585938,0,1059,0
84,963.799987792969,542.799987792969,0,954.799987792969,552.299987792969,0,1060,0
85,964.099975585938,543,0,954.299987792969,551,0,1060,0
86,964.400024414062,543.5,0,954.599975585938,549.599975585938,0,1059,0
87,964.5,544,0,954.599975585938,549.5,0,1059,0
88,964.599975585938,543.700012207031,0,954.200012207031,549.5,0,1059,0
89,964.700012207031,543,0,953.700012207031,549.5,0,1059,0
90,965,543.099975585938,0,953.5,549.5,0,1058,0
91,965.299987792969,544.200012207031,0,953.200012207031,550,0,1058,0
92,965.5,545.400024414062,0,953,550.599975585938,0,1059,0
93,965.299987792969,545.700012207031,0,953.099975585938,551.099975585938,0,1060,0
