Time,X-Position Left Eye,Y-Position Left Eye,Events in the trial,X-Position Rigth Eye,Y-Position Rigth Eye,Saccades,Pupilsize,Blinks
94,965.099975585938,546.5,0,953.599975585938,551.200012207031,0,1061,0
95,965.599975585938,547.299987792969,0,954.5,550.200012207031,0,1060,0
96,966.400024414062,548.200012207031,0,955.200012207031,549.099975585938,0,1060,0
97,967.200012207031,548.700012207031,0,955.799987792969,548.299987792969,0,1060,0
98,967.299987792969,549.099975585938,0,956,548.700012207031,0,1061,0
99,967.299987792969,549.700012207031,0,956.200012207031,549.5,0,1061,0
100,967.299987792969,549.900024414062,0,956.400024414062,550.200012207031,0,1061,0
101,967.599975585938,550.099975585938,0,956.5,550.299987792969,0,1061,0
102,967.700012207031,550,0,956.599975585938,549.900024414062,0,1060,0
103,967.900024414062,549.900024414062,0,957,549.5,0,1061,0
104,967.700012207031,549.299987792969,0,957.299987792969,549.5,0,1062,0
105,967.799987792969,548.900024414062,0,956.700012207031,549.299987792969,0,1063,0
106,968.200012207031,548.599975585938,0,955.900024414062,549,0,1064,0
107,968.799987792969,548.900024414062,0,955.400024414062,548.700012207031,0,1065,0
108,969.099975585938,549.5,0,955.700012207031,549.5,0,1065,0
109,969.099975585938,550,0,955.900024414062,550.400024414062,0,1064,0
110,968.400024414062,550.099975585938,0,955.700012207031,551.299987792969,0,1063,0
111,967.900024414062,549.700012207031,0,955.599975585938,551.299987792969,0,1063,0
112,967.5,549.099975585938,0,955.599975585938,550.799987792969,0,1062,0
113,967.5,549,0,955.599975585938,550.400024414062,0,1062,0
114,967.5,548.700012207031,0,955.400024414062,550,0,1062,0
115,967.5,548.599975585938,0,955.299987792969,549.799987792969,0,1060,0
116,967.700012207031,549,0,955.299987792969,549.599975585938,0,1059,0
117,968.400024414062,549.900024414062,0,955.299987792969,549.799987792969,0,1058,0
118,969.200012207031,550.799987792969,0,955.400024414062,550.299987792969,0,1058,0
119,969.400024414062,551.099975585938,0,955.5,550.700012207031,0,1059,0
120,968.900024414062,550.700012207031,0,955.200012207031,550.700012207031,0,1060,0
121,968.099975585938,549.599975585938,0,955,550.599975585938,0,1060,0
122,967.5,548.599975585938,0,954.700012207031,550.299987792969,0,1059,0
123,967.099975585938,548,0,954.700012207031,549.799987792969,0,1058,0
124,967,548.099975585938,0,954.599975585938,549.299987792969,0,1057,0
125,967,547.900024414062,0,954.5,549,0,1058,0
126,966.799987792969,547.5,0,954.5,549,0,1059,0
127,966.5,547.200012207031,0,954.5,549,0,1059,0
128,966.299987792969,547.099975585938,0,954.900024414062,550.299987792969,0,1058,0
129,966.099975585938,547.099975585938,0,955.400024414062,551.599975585938,0,1058,0
130,965.799987792969,546.700012207031,0,956,552.900024414062,0,1060,0
131,965.700012207031,545.900024414062,0,956.099975585938,553,0,1062,0
132,965.599975585938,545.200012207031,0,956.200012207031,552.400024414062,0,1063,0
133,966.700012207031,544.799987792969,0,955.700012207031,551.900024414062,0,1063,0
134,967.700012207031,544.900024414062,0,955.200012207031,551.400024414062,0,1062,0
135,968.099975585938,544.799987792969,0,954.299987792969,551.599975585938,0,1061,0
136,967.599975585938,544.700012207031,0,954,551.799987792969,0,1061,0
137,966.900024414062,544.700012207031,0,953.799987792969,552.099975585938,0,1061,0
138,966.5,544.599975585938,0,954,552.200012207031,0,1060,0
139,966.099975585938,544.5,0,954.200012207031,552.400024414062,0,1059,0
140,965.700012207031,544.299987792969,0,954.299987792969,552.299987792969,0,1058,0
141,965.5,544.299987792969,0,954.400024414062,551.900024414062,0,1059,0
142,965.5,544.200012207031,0,954.799987792969,551.400024414062,0,1060,0
143,965.700012207031,544.099975585938,0,955.099975585938,551.400024414062,0,1062,0
144,966.099975585938,544.400024414062,0,955.200012207031,551.5,0,1064,0
145,966.400024414062,544.900024414062,0,955,551.700012207031,0,1065,0
146,966.400024414062,545.599975585938,0,954.799987792969,551.700012207031,0,1064,0
147,966.200012207031,545.700012207031,0,954,551.400024414062,0,1063,0
148,966,545.599975585938,0,953.299987792969,551,0,1064,0
149,966,545.400024414062,0,953.599975585938,550.900024414062,0,1064,0
150,966,545.700012207031,0,954.5,551.200012207031,0,1065,0
151,965.700012207031,546.200012207031,0,954.799987792969,551.200012207031,0,1066,0
152,965.299987792969,547.200012207031,0,954.099975585938,550.900024414062,0,1067,0
153,964.900024414062,547.5,0,954,550.599975585938,0,1066,0
154,964.900024414062,547.599975585938,0,954.5,550.599975585938,0,1064,0
155,964.799987792969,547.299987792969,0,955,550.5,0,1061,0
156,964.900024414062,547.099975585938,0,955,550.5,0,1060,0
157,965.200012207031,547,0,954.700012207031,550.5,0,1061,0
158,965.5,546.900024414062,0,954.299987792969,550.5,0,1062,0
159,966.200012207031,547.299987792969,0,953.900024414062,550.599975585938,0,1062,0
160,967,547.900024414062,0,953.900024414062,550.599975585938,0,1062,0
161,967.900024414062,548.200012207031,0,953.900024414062,549.700012207031,0,1062,0
162,968.200012207031,547.799987792969,0,953.900024414062,549.200012207031,0,1063,0
163,967.400024414062,547,0,953.799987792969,548.900024414062,0,1064,0
164,966.099975585938,545.599975585938,0,953.799987792969,549.599975585938,0,1065,0
165,964.900024414062,544.5,0,953.700012207031,550,0,1064,0
166,965.599975585938,543.599975585938,0,953.799987792969,550.799987792969,0,1064,0
167,966.599975585938,543.299987792969,0,954,552.099975585938,0,1063,0
168,966.700012207031,543.400024414062,0,954.299987792969,553.5,0,1063,0
169,965.900024414062,543.799987792969,0,954.099975585938,554,0,1062,0
170,965.5,544.200012207031,0,953.700012207031,553.900024414062,0,1062,0
171,966,544.5,0,953.900024414062,553.900024414062,0,1066,0
172,966.599975585938,544.799987792969,0,954.400024414062,553.700012207031,0,1070,0
173,966.799987792969,544.900024414062,0,954.799987792969,553.200012207031,0,1075,0
174,966.700012207031,543.900024414062,0,954.299987792969,552.900024414062,0,1074,0
175,966.700012207031,543.099975585938,0,953.900024414062,553.099975585938,0,1073,0
176,966.700012207031,542.400024414062,0,953.599975585938,553.099975585938,0,1071,0
177,965.5,542.599975585938,0,953.5,552.5,0,1068,0
178,964.299987792969,542.799987792969,0,953.900024414062,552,0,1066,0
179,963,543.099975585938,0,954.400024414062,552.299987792969,0,1065,0
180,963.200012207031,543.200012207031,0,955,553.099975585938,0,1065,0
181,964.200012207031,543.200012207031,0,954.799987792969,553.900024414062,0,1065,0
182,965,543.099975585938,0,954.5,554.099975585938,0,1066,0
183,965.799987792969,543,0,954.400024414062,553.700012207031,0,1067,0
184,965.700012207031,542.900024414062,0,954.400024414062,553.599975585938,0,1068,0
185,965.599975585938,542.900024414062,0,954.400024414062,553.200012207031,0,1067,0
186,966.900024414062,542.900024414062,0,954.200012207031,553.299987792969,0,1068,0
187,968.200012207031,543.099975585938,0,954,553.099975585938,0,1068,0
188,968.5,543.200012207031,0,953.799987792969,553,0,1069,0
189,967.5,543.299987792969,0,953.599975585938,553,0,1070,0
190,966.099975585938,543.200012207031,0,953.200012207031,553,0,1070,0
191,965.799987792969,542.900024414062,0,953.099975585938,553.299987792969,0,1070,0
192,965.299987792969,542.599975585938,0,953.799987792969,553.599975585938,0,1070,0
193,965.099975585938,542.5,0,954.799987792969,554.099975585938,0,1069,0
194,964.900024414062,542.700012207031,0,955.700012207031,554.400024414062,0,1069,0
195,964.900024414062,542.900024414062,0,955.700012207031,554.700012207031,0,1069,0
196,965.099975585938,543,0,955.700012207031,554.5,0,1069,0
197,965.299987792969,543.099975585938,0,955.700012207031,554.200012207031,0,1069,0
198,965.5,543.200012207031,0,955.5,553.599975585938,0,1068,0
199,965.900024414062,543.099975585938,0,955.400024414062,553.200012207031,0,1067,0
200,966.400024414062,543,0,955.200012207031,552.900024414062,0,1066,0
201,966.900024414062,542.900024414062,0,955.099975585938,553.099975585938,0,1067,0
202,967.099975585938,542.900024414062,0,955,553.5,0,1068,0
203,967.099975585938,542.799987792969,0,955,553.799987792969,0,1069,0
204,967,542.099975585938,0,955,554.099975585938,0,1069,0
205,966.799987792969,541.5,0,954.900024414062,554.299987792969,0,1068,0
206,966.700012207031,541.299987792969,0,954.599975585938,554.599975585938,0,1067,0
207,966.599975585938,541.799987792969,0,954.200012207031,554.599975585938,0,1067,0
208,966.700012207031,542.400024414062,0,953.900024414062,554.200012207031,0,1068,0
209,966.900024414062,542.900024414062,0,954.200012207031,553.799987792969,0,1071,0
210,967.299987792969,543,0,954.599975585938,553.299987792969,0,1074,0
211,967.599975585938,543.099975585938,0,955,553.400024414062,0,1075,0
212,967.5,543.099975585938,0,954.799987792969,553.5,0,1073,0
213,967.299987792969,543.099975585938,0,954.5,553.5,0,1070,0
214,967.400024414062,543.900024414062,0,954.400024414062,553.299987792969,0,1069,0
215,968.099975585938,544.700012207031,0,954.599975585938,553.099975585938,0,1070,0
216,968.700012207031,545.400024414062,0,954.799987792969,552.900024414062,0,1071,0
217,969.099975585938,545.099975585938,0,954.900024414062,552.799987792969,0,1072,0
218,969.299987792969,544.299987792969,0,954.900024414062,552.900024414062,0,1074,0
219,969.5,543.599975585938,0,955.099975585938,553.5,0,1075,0
220,969.5,543.099975585938,0,955.299987792969,554.099975585938,0,1076,0
221,969.400024414062,543.099975585938,0,955.799987792969,554.599975585938,0,1075,0
222,970.099975585938,543.799987792969,0,956.099975585938,554.5,0,1075,0
223,971,544.599975585938,0,956.299987792969,554.200012207031,0,1074,0
224,971.900024414062,545.299987792969,0,956.599975585938,554,0,1073,0
225,971.700012207031,545.299987792969,0,957,554.200012207031,0,1071,0
226,971.400024414062,545.599975585938,0,957.400024414062,553.799987792969,0,1070,0
227,970.700012207031,545.900024414062,0,957.599975585938,552.900024414062,0,1071,0
228,970.5,545.799987792969,0,957.599975585938,552.200012207031,0,1072,0
229,970.400024414062,545.400024414062,0,957.200012207031,551.900024414062,0,1072,0
230,970.099975585938,545,0,956.400024414062,552.099975585938,0,1072,0
231,969.5,545.099975585938,0,955.799987792969,552.099975585938,0,1073,0
232,968.900024414062,544.299987792969,0,955.099975585938,553.299987792969,0,1074,0
233,968.799987792969,543.599975585938,0,954.900024414062,554.5,0,1074,0
234,968.799987792969,543,0,954.599975585938,554.900024414062,0,1073,0
235,968.700012207031,543.200012207031,0,954.599975585938,554.099975585938,0,1073,0
236,968.299987792969,543.200012207031,0,954.5,553.400024414062,0,1075,0
237,968.099975585938,543,0,954.5,553.599975585938,0,1077,0
238,968,543,0,954.299987792969,553.900024414062,0,1077,0
239,968.299987792969,543.099975585938,0,954.200012207031,554.099975585938,0,1077,0
240,968.400024414062,543.200012207031,0,954,553.900024414062,0,1077,0
241,967.700012207031,542.700012207031,0,953.799987792969,553.099975585938,0,1079,0
242,967,542.099975585938,0,953.700012207031,552.400024414062,0,1080,0
243,966.299987792969,541.599975585938,0,953.599975585938,552.400024414062,0,1080,0
244,966.099975585938,541.700012207031,0,953.200012207031,552.900024414062,0,1077,0
245,965.799987792969,541.799987792969,0,952.700012207031,553.5,0,1075,0
246,965.299987792969,541.200012207031,0,952.200012207031,553.599975585938,0,1074,0
247,965.400024414062,540.599975585938,0,952.200012207031,553.700012207031,0,1076,0
248,965.400024414062,540.599975585938,0,952.5,553.799987792969,0,1079,0
249,965.5,541.099975585938,0,952.700012207031,553.900024414062,0,1081,0
250,965.400024414062,541.599975585938,0,952.299987792969,554,0,1080,0
251,965.400024414062,541.5,0,951.599975585938,554,0,1079,0
252,965.400024414062,541.900024414062,0,950.700012207031,553.299987792969,0,1079,0
253,965.799987792969,542.200012207031,0,950.5,552.700012207031,0,1079,0
254,966.299987792969,542.700012207031,0,950.5,551.5,0,1079,0
255,967,542.700012207031,0,950.700012207031,551.200012207031,0,1079,0
256,967.099975585938,542.299987792969,0,951,550.900024414062,0,1079,0
257,967,541.799987792969,0,951.200012207031,551.200012207031,0,1078,0
258,967,541.200012207031,0,951.400024414062,551.299987792969,0,1079,0
259,967.200012207031,540.700012207031,0,951.5,551.400024414062,0,1080,0
260,967.400024414062,540.200012207031,0,952.400024414062,551.599975585938,0,1080,0
261,967.5,539.599975585938,0,953.099975585938,551.799987792969,0,1080,0
262,967.599975585938,539.400024414062,0,953.900024414062,551.799987792969,0,1079,0
263,967.599975585938,539.099975585938,0,954,552.099975585938,0,1079,0
264,967.599975585938,539,0,954.099975585938,552.599975585938,0,1079,0
265,967.599975585938,538.900024414062,0,954.099975585938,553.099975585938,0,1080,0
266,967.599975585938,539,0,954.099975585938,553.799987792969,0,1082,0
267,967.5,539.099975585938,0,954.400024414062,554,0,1082,0
268,967.599975585938,539.299987792969,0,954.700012207031,554.200012207031,0,1082,0
269,967.799987792969,539.5,0,955,554.599975585938,0,1083,0
270,967.900024414062,539.400024414062,0,955.400024414062,555.200012207031,0,1083,0
271,967.799987792969,539.299987792969,0,955.700012207031,555.900024414062,0,1083,0
272,967.700012207031,538.799987792969,0,956,555.900024414062,0,1083,0
273,967.799987792969,538.599975585938,0,955.799987792969,556,0,1082,0
274,967.900024414062,538.5,0,955.599975585938,556.099975585938,0,1083,0
275,968,538.5,0,955.299987792969,556.200012207031,0,1083,0
276,967.700012207031,538.400024414062,0,955,556.299987792969,0,1082,0
277,967.400024414062,538.200012207031,0,955.200012207031,556.5,0,1080,0
278,967.599975585938,538.099975585938,0,955.599975585938,556.400024414062,0,1079,0
279,968.099975585938,538.099975585938,0,956,556.299987792969,0,1079,0
280,968.5,538.200012207031,0,955.900024414062,556.200012207031,0,1079,0
281,968.299987792969,538.400024414062,0,955.799987792969,555.799987792969,0,1080,0
282,968,538.5,0,955.599975585938,555.400024414062,0,1081,0
283,967.700012207031,538.299987792969,0,955.599975585938,555,0,1082,0
284,967.799987792969,538,0,955.700012207031,555,0,1083,0
285,968.299987792969,537.700012207031,0,955.599975585938,554.5,0,1083,0
286,969.299987792969,537.599975585938,0,955.5,554.099975585938,0,1084,0
287,970.099975585938,538.099975585938,0,955.400024414062,554.599975585938,0,1083,0
288,970.5,538.599975585938,0,955.400024414062,555.799987792969,0,1084,0
289,970.400024414062,539.200012207031,0,955.799987792969,557.099975585938,0,1086,0
290,970.200012207031,539.400024414062,0,956.099975585938,557.200012207031,0,1088,0
291,970.099975585938,539.599975585938,0,956.5,557.299987792969,0,1087,0
292,970.099975585938,539.700012207031,0,956.599975585938,557.200012207031,0,1086,0
293,970,539.5,0,956.700012207031,556.299987792969,0,1084,0
294,970,539.299987792969,0,956.200012207031,555.400024414062,0,1083,0
295,970.200012207031,539.299987792969,0,955.599975585938,554.299987792969,0,1083,0
296,970.5,539.200012207031,0,955.400024414062,554.099975585938,0,1084,0
297,970.900024414062,539,0,955.700012207031,553.799987792969,0,1088,0
298,971.299987792969,539.799987792969,0,955.900024414062,553.299987792969,0,1092,0
299,971.700012207031,540.900024414062,0,955.900024414062,552.900024414062,0,1093,0
300,972,542.099975585938,0,955.900024414062,552.400024414062,0,1091,0
301,972.299987792969,542,0,955.900024414062,552.200012207031,0,1092,0
302,972.599975585938,541.900024414062,0,956,552,0,1095,0
303,972.400024414062,541.700012207031,0,955.900024414062,551.799987792969,0,1099,0
304,972.299987792969,541.5,0,955.799987792969,551.299987792969,0,1100,0
305,972.099975585938,541.900024414062,0,955.599975585938,550.700012207031,0,1100,0
306,972,542.5,0,955.700012207031,550.200012207031,0,1099,0
307,972.200012207031,542.299987792969,0,955.799987792969,550.099975585938,0,1098,0
308,972.400024414062,541.599975585938,0,955.700012207031,550,0,1096,0
309,972.700012207031,541.200012207031,0,955.400024414062,550,0,1095,0
310,972.700012207031,541.400024414062,0,955.200012207031,550,0,1095,0
311,972.799987792969,541.799987792969,0,955.799987792969,550,0,1096,0
312,972.799987792969,542,0,956.400024414062,549.200012207031,0,1097,0
313,972.799987792969,542.200012207031,0,956.900024414062,548.299987792969,0,1098,0
314,972.200012207031,542.299987792969,0,956.799987792969,547.299987792969,0,1099,0
315,971.299987792969,541.400024414062,0,956.599975585938,547.299987792969,0,1101,0
316,970.299987792969,540.5,0,956.299987792969,547.200012207031,0,1103,0
317,969.900024414062,539.599975585938,0,955.799987792969,547.200012207031,0,1102,0
318,969.900024414062,539.700012207031,0,955.400024414062,547.299987792969,0,1101,0
319,969.700012207031,540.200012207031,0,955,547.400024414062,0,1100,0
320,969.599975585938,540.799987792969,0,955,547.599975585938,0,1099,0
321,969.5,541.5,0,954.799987792969,547.5,0,1099,0
322,969.599975585938,541.599975585938,0,954.599975585938,547.5,0,1100,0
323,968.799987792969,541.299987792969,0,954.400024414062,547.200012207031,0,1100,0
324,968,541,0,954.200012207031,546.5,0,1101,0
325,967.5,540.700012207031,0,954.299987792969,546.099975585938,0,1102,0
326,968.200012207031,540.700012207031,0,954.400024414062,546.200012207031,0,1102,0
327,968.799987792969,540.799987792969,0,954.599975585938,546.599975585938,0,1102,0
328,968.900024414062,540.799987792969,0,954.799987792969,546.799987792969,0,1101,0
329,968.700012207031,540.700012207031,0,954.900024414062,546.799987792969,0,1100,0
330,968.700012207031,540.5,0,954.799987792969,546.799987792969,0,1100,0
331,968.799987792969,539.799987792969,0,954.599975585938,546.599975585938,0,1101,0
332,968.799987792969,538.299987792969,0,954.5,546.5,0,1103,0
333,969.200012207031,536.900024414062,0,954.299987792969,546.5,0,1104,0
334,969.5,536.900024414062,0,954.400024414062,547.200012207031,0,1104,0
335,969.700012207031,538.200012207031,0,954.400024414062,547.799987792969,0,1103,0
336,969.599975585938,539.700012207031,0,954.299987792969,548.299987792969,0,1104,0
337,969.5,540.700012207031,0,954.299987792969,548.099975585938,0,1105,0
338,969.299987792969,541.099975585938,0,954.099975585938,547.900024414062,0,1107,0
339,969.200012207031,541.299987792969,0,953.700012207031,547.5,0,1107,0
340,969.299987792969,541.099975585938,0,953.299987792969,546.900024414062,0,1106,0
341,969.599975585938,540.5,0,953,546.599975585938,0,1105,0
342,970.299987792969,539.900024414062,0,953,546.900024414062,0,1104,0
343,970.900024414062,539.5,0,953.200012207031,547.900024414062,0,1104,0
344,971.299987792969,539.599975585938,0,953.599975585938,549,0,1104,0
345,971.400024414062,540.200012207031,0,953.900024414062,549.799987792969,0,1104,0
346,971.599975585938,540.700012207031,0,953.700012207031,549.099975585938,0,1106,0
347,971.700012207031,540.400024414062,0,953.599975585938,548.299987792969,0,1107,0
348,971.5,539.599975585938,0,953.5,547.299987792969,0,1108,0
349,970.900024414062,538.900024414062,0,953.700012207031,547.099975585938,0,1108,0
350,969.599975585938,538.599975585938,0,953.700012207031,546.900024414062,0,1109,0
351,968.5,538.299987792969,0,953.700012207031,546.799987792969,0,1109,0
352,968.5,537.900024414062,0,953.599975585938,546.5,0,1107,0
353,969.299987792969,538,0,953.700012207031,546.299987792969,0,1105,0
354,970,538.099975585938,0,954.099975585938,545.900024414062,0,1102,0
355,969.900024414062,538.400024414062,0,954.400024414062,545.799987792969,0,1104,0
356,969.200012207031,538.599975585938,0,954.400024414062,546.5,0,1107,0
357,968.299987792969,538.5,0,954.099975585938,547.400024414062,0,1108,0
358,967.299987792969,537.700012207031,0,954.299987792969,548.200012207031,0,1107,0
359,967,536.900024414062,0,954.900024414062,547.900024414062,0,1107,0
360,967.200012207031,536.299987792969,0,955.5,547.599975585938,0,1106,0
361,967.400024414062,536.299987792969,0,955.299987792969,547.599975585938,0,1106,0
362,967.599975585938,536.299987792969,0,954.900024414062,547.700012207031,0,1106,0
363,968.400024414062,536.099975585938,0,954.5,547.900024414062,0,1106,0
364,969.099975585938,536,0,954,548,0,1105,0
365,969.400024414062,536,0,953.5,548,0,1105,0
366,968.900024414062,536.299987792969,0,953.099975585938,547.900024414062,0,1105,0
367,968.400024414062,536.799987792969,0,953.299987792969,547.099975585938,0,1107,0
368,968.799987792969,537.400024414062,0,953.5,546.299987792969,0,1109,0
369,969.099975585938,537.700012207031,0,953.599975585938,545.599975585938,0,1112,0
370,969.400024414062,537.700012207031,0,953.599975585938,545.599975585938,0,1111,0
371,968.900024414062,537.5,0,953.5,545.5,0,1111,0
372,968.400024414062,537.299987792969,0,953.599975585938,545.599975585938,0,1112,0
373,967.599975585938,537.299987792969,0,953.700012207031,545.900024414062,0,1114,0
374,967.400024414062,537.299987792969,0,953.700012207031,546.400024414062,0,1113,0
375,967.200012207031,537.200012207031,0,953.799987792969,546.700012207031,0,1111,0
376,967.299987792969,537.299987792969,0,953.900024414062,546.900024414062,0,1110,0
377,967.400024414062,537.700012207031,0,954.400024414062,546.900024414062,0,1112,0
378,967.200012207031,538,0,954.5,546.799987792969,0,1113,0
379,967.099975585938,537.900024414062,0,954.200012207031,546.700012207031,0,1113,0
380,967.5,537.700012207031,0,953.799987792969,546.900024414062,0,1113,0
381,968.299987792969,537.5,0,953.299987792969,547,0,1113,0
382,969.099975585938,537.599975585938,0,953.400024414062,547.099975585938,0,1113,0
383,969.200012207031,537.700012207031,0,953.400024414062,547,0,1113,0
384,968.900024414062,537.799987792969,0,953.200012207031,547,0,1113,0
385,968.599975585938,537.799987792969,0,953,547,0,1112,0
386,968.400024414062,537.299987792969,0,952.799987792969,547.400024414062,0,1110,0
387,968.299987792969,536.799987792969,0,952.700012207031,547.700012207031,0,1109,0
388,968.299987792969,536.200012207031,0,952.700012207031,547.799987792969,0,1110,0
389,969.099975585938,536,0,952.400024414062,547.700012207031,0,1112,0
390,969.900024414062,535.5,0,952.200012207031,547.299987792969,0,1113,0
391,969.799987792969,535.200012207031,0,952.799987792969,547.099975585938,0,1114,0
392,969.099975585938,534.799987792969,0,953.5,546.799987792969,0,1115,0
393,968.299987792969,534.799987792969,0,954.200012207031,546.700012207031,0,1114,0
394,969.099975585938,534.799987792969,0,954.099975585938,546.599975585938,0,1114,0
395,969.900024414062,534.900024414062,0,953.900024414062,546.700012207031,0,1113,0
396,970.700012207031,535.400024414062,0,954,546.700012207031,0,1113,0
397,970.700012207031,536.200012207031,0,954.5,546.700012207031,0,1113,0
398,970.700012207031,537.099975585938,0,955,546.900024414062,0,1113,0
399,970.5,537.5,0,954.700012207031,547,0,1113,0
400,970.200012207031,537.099975585938,0,954.200012207031,546.700012207031,0,1114,0
401,969.599975585938,536.5,0,953.900024414062,546.200012207031,0,1114,0
402,969.299987792969,536.099975585938,0,954.099975585938,545.5,0,1114,0
403,968.900024414062,536.200012207031,0,954.299987792969,545.200012207031,0,1113,0
404,969.200012207031,536.400024414062,0,954.099975585938,544.900024414062,0,1113,0
405,969.799987792969,536.5,0,953.900024414062,545.099975585938,0,1114,0
406,970.5,536.599975585938,0,953.799987792969,545.5,0,1114,0
407,970.799987792969,536.200012207031,0,953.700012207031,545.900024414062,0,1115,0
408,971,535.5,0,953.599975585938,545.900024414062,0,1115,0
409,970.900024414062,534.799987792969,0,953.299987792969,545.299987792969,0,1115,0
410,970.799987792969,534.700012207031,0,953,544.900024414062,0,1116,0
411,970.5,534.900024414062,0,953,544.599975585938,0,1117,0
412,970.200012207031,535,0,953.200012207031,544.599975585938,0,1117,0
413,969.700012207031,534.900024414062,0,952.799987792969,544.599975585938,0,1117,0
414,969.099975585938,534.900024414062,0,952.200012207031,544.299987792969,0,1118,0
415,968.599975585938,535.099975585938,0,951.5,544,0,1118,0
416,968.599975585938,535.400024414062,0,951.5,543.599975585938,0,1119,0
417,969.099975585938,535.099975585938,0,952.400024414062,543.900024414062,0,1119,0
418,969.599975585938,534.599975585938,0,953.299987792969,544.299987792969,0,1120,0
419,970,534.200012207031,0,954.099975585938,544.799987792969,0,1121,0
420,970,534.599975585938,0,953.900024414062,544.799987792969,0,1121,0
421,969.799987792969,535,0,953.799987792969,545.099975585938,0,1121,0
422,969.599975585938,535.5,0,953.799987792969,545.400024414062,0,1120,0
423,969.299987792969,535.599975585938,0,953.799987792969,545.700012207031,0,1119,0
424,969.200012207031,535.700012207031,0,954.099975585938,545.700012207031,0,1118,0
425,968.599975585938,535.599975585938,0,954.299987792969,546.599975585938,0,1118,0
426,968,534.700012207031,0,954.599975585938,547.400024414062,0,1120,0
427,967.599975585938,533.900024414062,0,954.700012207031,548.099975585938,0,1122,0
428,967.700012207031,533.200012207031,0,954.700012207031,548.099975585938,0,1123,0
429,967.700012207031,533.299987792969,0,954.5,546.700012207031,0,1125,0
430,967.5,533.400024414062,0,954.5,545.400024414062,0,1126,0
431,967.400024414062,533.400024414062,0,954.599975585938,544.099975585938,0,1127,0
432,967.299987792969,533.200012207031,0,954.799987792969,545.5,0,1125,0
433,967.5,532.5,0,954.799987792969,546.900024414062,0,1123,0
434,967.700012207031,531.599975585938,0,954.200012207031,547.700012207031,0,1122,0
435,968.099975585938,530.799987792969,0,953.5,547.200012207031,0,1122,0
436,968.400024414062,531.299987792969,0,952.900024414062,546.5,0,1123,0
437,968.400024414062,531.900024414062,0,953.099975585938,546.200012207031,0,1124,0
438,968.5,532,0,953.299987792969,545.900024414062,0,1125,0
439,968.599975585938,531.599975585938,0,953.200012207031,545.799987792969,0,1126,0
440,968.700012207031,531.099975585938,0,953,546.099975585938,0,1127,0
441,968.799987792969,531.099975585938,0,953.099975585938,546.400024414062,0,1128,0
442,968.799987792969,531.299987792969,0,953.5,546.700012207031,0,1128,0
443,968.599975585938,531.400024414062,0,953.700012207031,547,1,1126,0
444,968,531.599975585938,0,953.5,548.099975585938,1,1124,0
445,967.299987792969,532.099975585938,0,953.299987792969,549.299987792969,1,1127,0
446,966.599975585938,533.099975585938,0,953.099975585938,550.099975585938,1,1131,0
447,966.099975585938,535.599975585938,0,953.400024414062,551.900024414062,1,1135,0
448,965.799987792969,539.200012207031,0,954.099975585938,555.200012207031,1,1135,0
449,965,543.700012207031,0,954.900024414062,559.599975585938,1,1136,0
450,964.099975585938,550.400024414062,0,955.400024414062,562.700012207031,1,1136,0
451,963.299987792969,557,0,955.700012207031,566.5,1,1137,0
452,962.900024414062,566.5,0,956,570.5,1,1139,0
453,962.599975585938,574.200012207031,0,957.299987792969,577,1,1140,0
454,961.700012207031,584.5,0,960.200012207031,586.599975585938,1,1140,0
455,960.200012207031,595.799987792969,0,963.200012207031,598.900024414062,1,1140,0
456,958.400024414062,610.799987792969,0,965.5,612.900024414062,1,1140,0
457,956.799987792969,627.5,0,967.099975585938,627.400024414062,1,1140,0
458,955.599975585938,644.700012207031,0,968.900024414062,641.799987792969,1,1140,0
459,954.299987792969,660.900024414062,0,971.700012207031,655.299987792969,1,1142,0
460,953.299987792969,677,0,973.400024414062,667.900024414062,1,1144,0
461,954,693.5,0,976.299987792969,683.299987792969,1,1147,0
462,957.299987792969,710.900024414062,0,978,699.299987792969,1,1148,0
463,962,726.599975585938,0,981.099975585938,715.700012207031,1,1150,0
464,965.400024414062,739,0,983.700012207031,727.799987792969,1,1152,0
465,967.700012207031,750.799987792969,0,987.900024414062,742.700012207031,1,1156,0
466,970.099975585938,762.299987792969,0,990.599975585938,756.700012207031,1,1159,0
467,972.599975585938,775.400024414062,0,992.5,772.099975585938,1,1161,0
468,973.700012207031,785.700012207031,0,992.5,782.599975585938,1,1160,0
469,974.299987792969,798.799987792969,0,992.599975585938,793.400024414062,1,1160,0
470,974.400024414062,813.599975585938,0,992.599975585938,806,1,1162,0
471,974.299987792969,832.200012207031,0,993,819.200012207031,1,1165,0
472,973.099975585938,849.799987792969,0,993.400024414062,833.299987792969,1,1170,0
473,971.900024414062,865,0,992.299987792969,845.200012207031,1,1173,0
474,970.700012207031,876.900024414062,0,991.200012207031,858.599975585938,1,1174,0
475,969.5,887,0,989.900024414062,872.799987792969,1,1173,0
476,968,897.200012207031,0,990.200012207031,885.299987792969,1,1173,0
477,966.599975585938,906.700012207031,0,988.700012207031,896,1,1173,0
478,965.200012207031,915.900024414062,0,987.099975585938,904,1,1172,0
479,963.5,922.799987792969,0,985.599975585938,911.799987792969,1,1172,0
480,961.900024414062,931.299987792969,0,985.799987792969,918.700012207031,1,1172,0
481,960.099975585938,936.700012207031,0,985.799987792969,924.700012207031,1,1172,0
